model,image,recall,gt_count,pred_count
../../runs/detect/train2/weights/best.pt,game_20251129_YrdChFmE_00700.jpg,1.0,11,10
../../runs/detect/train2/weights/best.pt,game_20251129_YrdChFmE_00720.jpg,0.9230769230769231,13,13
../../runs/detect/train2/weights/best.pt,game_20251129_YrdChFmE_00730.jpg,0.75,12,11
../../runs/detect/train2/weights/best.pt,game_20251129_YrdChFmE_00740.jpg,0.8,10,8
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00020.jpg,0.5,2,1
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00050.jpg,0.8333333333333334,6,5
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00060.jpg,0.75,8,8
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00070.jpg,0.9,10,10
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00080.jpg,0.9090909090909091,11,11
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00090.jpg,0.9166666666666666,12,11
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00100.jpg,0.8571428571428571,14,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00110.jpg,0.7647058823529411,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00120.jpg,1.0,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00130.jpg,0.8823529411764706,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00140.jpg,0.8888888888888888,18,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00150.jpg,0.8947368421052632,19,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00160.jpg,0.8571428571428571,21,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00170.jpg,0.8095238095238095,21,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00180.jpg,0.9047619047619048,21,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00190.jpg,0.9047619047619048,21,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00200.jpg,0.9523809523809523,21,22
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00210.jpg,0.9,20,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00220.jpg,0.8888888888888888,18,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00230.jpg,0.8823529411764706,17,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00240.jpg,0.8823529411764706,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00250.jpg,0.9411764705882353,17,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00260.jpg,0.9375,16,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00270.jpg,0.875,16,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00280.jpg,0.9333333333333333,15,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00290.jpg,0.9285714285714286,14,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00300.jpg,0.8571428571428571,14,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00310.jpg,0.75,16,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00320.jpg,0.875,16,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00330.jpg,0.9375,16,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00340.jpg,0.8888888888888888,18,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00350.jpg,0.9473684210526315,19,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00360.jpg,0.9473684210526315,19,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00370.jpg,1.0,19,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00380.jpg,0.9,20,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00390.jpg,0.8571428571428571,21,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00400.jpg,0.9523809523809523,21,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00410.jpg,0.84,25,25
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00420.jpg,0.8333333333333334,24,23
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00430.jpg,0.8333333333333334,24,21
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00440.jpg,0.9583333333333334,24,26
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00450.jpg,0.92,25,24
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00460.jpg,0.875,24,22
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00470.jpg,0.8695652173913043,23,21
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00480.jpg,0.8571428571428571,21,21
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00490.jpg,0.9411764705882353,17,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00500.jpg,0.8666666666666667,15,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00510.jpg,0.9285714285714286,14,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00520.jpg,0.9285714285714286,14,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00530.jpg,0.9285714285714286,14,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00540.jpg,0.8461538461538461,13,12
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00550.jpg,0.9166666666666666,12,12
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00560.jpg,0.75,8,6
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00580.jpg,0.6666666666666666,9,7
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00590.jpg,0.7777777777777778,9,8
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00610.jpg,0.9,10,9
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00620.jpg,0.9166666666666666,12,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00630.jpg,0.8,15,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00640.jpg,0.8235294117647058,17,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00650.jpg,0.9411764705882353,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00660.jpg,0.9411764705882353,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00670.jpg,0.9,20,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00680.jpg,1.0,20,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00690.jpg,0.9523809523809523,21,21
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00700.jpg,0.9047619047619048,21,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00710.jpg,0.8571428571428571,21,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00720.jpg,0.95,20,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00730.jpg,0.9473684210526315,19,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00740.jpg,0.9473684210526315,19,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00750.jpg,0.8947368421052632,19,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00760.jpg,0.9047619047619048,21,21
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00780.jpg,0.75,20,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00790.jpg,0.8888888888888888,18,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00800.jpg,0.8888888888888888,18,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00810.jpg,0.9444444444444444,18,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00830.jpg,0.6842105263157895,19,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00840.jpg,0.8888888888888888,18,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00850.jpg,0.9444444444444444,18,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00860.jpg,0.8333333333333334,18,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00870.jpg,0.9411764705882353,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00900.jpg,0.875,16,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00910.jpg,0.8666666666666667,15,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00920.jpg,0.8571428571428571,14,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00930.jpg,0.9230769230769231,13,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00940.jpg,0.9230769230769231,13,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00950.jpg,0.9230769230769231,13,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00960.jpg,0.8571428571428571,14,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00970.jpg,0.9090909090909091,11,11
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_00980.jpg,0.9,10,10
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01000.jpg,0.8888888888888888,9,8
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01060.jpg,0.8888888888888888,9,9
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01070.jpg,0.7777777777777778,9,7
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01080.jpg,0.7,10,9
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01110.jpg,0.9090909090909091,11,12
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01120.jpg,0.7272727272727273,11,11
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01130.jpg,0.8333333333333334,12,11
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01140.jpg,0.9166666666666666,12,12
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01150.jpg,0.9166666666666666,12,12
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01170.jpg,0.7857142857142857,14,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01190.jpg,0.9375,16,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01210.jpg,0.9375,16,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01240.jpg,0.9375,16,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01250.jpg,0.9375,16,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01260.jpg,0.8888888888888888,18,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01270.jpg,0.9473684210526315,19,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01280.jpg,0.9444444444444444,18,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01290.jpg,0.8947368421052632,19,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01300.jpg,0.8888888888888888,18,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01310.jpg,0.8947368421052632,19,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01320.jpg,0.8888888888888888,18,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01330.jpg,0.8823529411764706,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01340.jpg,0.875,16,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01350.jpg,0.8823529411764706,17,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01360.jpg,0.9411764705882353,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01370.jpg,0.8823529411764706,17,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01380.jpg,0.8333333333333334,18,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01390.jpg,0.7894736842105263,19,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01400.jpg,0.7777777777777778,18,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01410.jpg,0.875,16,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01420.jpg,0.9333333333333333,15,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01440.jpg,0.8571428571428571,14,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01450.jpg,0.9230769230769231,13,12
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01460.jpg,0.9285714285714286,14,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01470.jpg,0.9285714285714286,14,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01480.jpg,0.7058823529411765,17,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01490.jpg,0.8823529411764706,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01500.jpg,0.9375,16,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01510.jpg,0.9411764705882353,17,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01520.jpg,0.9444444444444444,18,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01530.jpg,0.8823529411764706,17,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01540.jpg,0.8235294117647058,17,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01550.jpg,0.9411764705882353,17,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01560.jpg,1.0,18,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01570.jpg,1.0,19,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01590.jpg,0.9047619047619048,21,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01600.jpg,0.9523809523809523,21,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01610.jpg,0.9523809523809523,21,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01620.jpg,0.95,20,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01630.jpg,0.7142857142857143,21,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01650.jpg,0.85,20,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01670.jpg,0.8,20,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01680.jpg,0.8636363636363636,22,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01690.jpg,0.9523809523809523,21,22
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01700.jpg,0.8235294117647058,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01710.jpg,0.625,16,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01720.jpg,0.9333333333333333,15,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01730.jpg,0.8666666666666667,15,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01740.jpg,0.9285714285714286,14,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01750.jpg,0.8666666666666667,15,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01760.jpg,0.8666666666666667,15,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01770.jpg,0.8888888888888888,18,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01780.jpg,0.95,20,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01790.jpg,0.9047619047619048,21,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01800.jpg,0.9545454545454546,22,23
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01810.jpg,0.9523809523809523,21,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01820.jpg,0.85,20,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01830.jpg,0.8421052631578947,19,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01860.jpg,0.8947368421052632,19,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01870.jpg,0.9,20,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01880.jpg,0.9473684210526315,19,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01890.jpg,0.9,20,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01900.jpg,0.9523809523809523,21,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01910.jpg,0.9047619047619048,21,20
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01920.jpg,0.8947368421052632,19,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01940.jpg,0.8666666666666667,15,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01950.jpg,0.9166666666666666,12,12
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01960.jpg,0.8,10,8
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01970.jpg,0.8,10,9
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01980.jpg,0.8333333333333334,12,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_01990.jpg,0.7333333333333333,15,11
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02000.jpg,0.9333333333333333,15,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02010.jpg,0.9333333333333333,15,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02020.jpg,0.9333333333333333,15,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02030.jpg,0.8666666666666667,15,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02040.jpg,0.9230769230769231,13,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02050.jpg,0.8461538461538461,13,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02060.jpg,0.9090909090909091,11,11
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02070.jpg,0.8181818181818182,11,10
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02080.jpg,0.8181818181818182,11,9
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02090.jpg,0.9090909090909091,11,12
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02100.jpg,0.9166666666666666,12,11
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02110.jpg,0.9230769230769231,13,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02120.jpg,0.8666666666666667,15,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02130.jpg,0.8571428571428571,14,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02140.jpg,0.8666666666666667,15,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02160.jpg,0.8235294117647058,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02180.jpg,0.9333333333333333,15,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02190.jpg,0.9333333333333333,15,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02200.jpg,0.875,16,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02210.jpg,0.8823529411764706,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02220.jpg,0.9411764705882353,17,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02230.jpg,0.9411764705882353,17,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02250.jpg,0.8888888888888888,18,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02260.jpg,0.9473684210526315,19,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02270.jpg,0.8947368421052632,19,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02280.jpg,0.8888888888888888,18,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02290.jpg,0.8666666666666667,15,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02300.jpg,0.9333333333333333,15,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02310.jpg,0.9333333333333333,15,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02320.jpg,0.9285714285714286,14,12
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02330.jpg,0.9285714285714286,14,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02340.jpg,0.875,16,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02350.jpg,0.8125,16,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02360.jpg,0.8666666666666667,15,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02380.jpg,0.9333333333333333,15,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02390.jpg,0.7647058823529411,17,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02400.jpg,0.8421052631578947,19,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02410.jpg,0.9444444444444444,18,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02420.jpg,0.9411764705882353,17,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02430.jpg,0.9375,16,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02460.jpg,0.9411764705882353,17,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02470.jpg,0.9375,16,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02480.jpg,0.8666666666666667,15,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02500.jpg,0.9333333333333333,15,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02510.jpg,0.7692307692307693,13,11
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02520.jpg,0.9230769230769231,13,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02530.jpg,0.9285714285714286,14,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02540.jpg,0.8461538461538461,13,11
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02550.jpg,0.7777777777777778,9,8
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02560.jpg,0.8571428571428571,7,6
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02570.jpg,0.75,8,6
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02580.jpg,0.8888888888888888,9,9
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02600.jpg,0.9,10,10
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02640.jpg,0.8181818181818182,11,10
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02670.jpg,0.9166666666666666,12,12
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02700.jpg,0.9230769230769231,13,12
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02710.jpg,0.9285714285714286,14,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02720.jpg,0.8235294117647058,17,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02730.jpg,0.8666666666666667,15,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02740.jpg,0.9285714285714286,14,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02750.jpg,0.8571428571428571,14,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02760.jpg,0.9285714285714286,14,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02770.jpg,0.8823529411764706,17,15
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02780.jpg,0.8823529411764706,17,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02790.jpg,0.7894736842105263,19,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02800.jpg,0.8823529411764706,17,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02810.jpg,0.9444444444444444,18,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02820.jpg,0.8888888888888888,18,16
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02830.jpg,0.9444444444444444,18,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02840.jpg,0.95,20,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02850.jpg,0.9,20,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02860.jpg,0.8888888888888888,18,19
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02880.jpg,0.8888888888888888,18,18
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02900.jpg,0.875,16,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02910.jpg,0.875,16,17
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02920.jpg,0.8125,16,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02930.jpg,0.8666666666666667,15,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02940.jpg,0.8,15,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02950.jpg,0.9230769230769231,13,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02960.jpg,0.9,10,9
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_02970.jpg,0.8888888888888888,9,8
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_03000.jpg,1.0,9,8
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_03010.jpg,0.9,10,10
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_03040.jpg,0.9090909090909091,11,11
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_03060.jpg,0.9090909090909091,11,11
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_03090.jpg,0.7692307692307693,13,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_03100.jpg,0.9230769230769231,13,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_03110.jpg,0.9166666666666666,12,13
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_03140.jpg,0.8571428571428571,14,14
../../runs/detect/train2/weights/best.pt,game_20251130_1-hm-dIb_03150.jpg,0.9285714285714286,14,14
